Number_of_announcements,Number_of_announced_NLRI_prefixes,Average_AS_path_length,Average_unique_AS_path_length,Number_of_duplicate_announcements,Maximum_edit_distance,Maximum_AS_path_length,Number_of_Interior_Gateway_Protocol_IGP_packets,Labels
62,94,6,6,44,1.1,10,62,Normal
49,68,6,6,24,0.9,14,49,Normal
2144,12210,5,6,6210,35,15,2144,Normal
66,101,6,6,35,1.2,10,65,Normal
73,144,6,6,67,1.3,12,71,Normal
49,85,6,6,24,0.9,12,49,Normal
45,65,6,6,21,0.8,8,43,Normal
34,70,6,6,26,0.6,7,32,Normal
32,54,5,5,15,0.6,6,30,Normal
46,99,5,5,38,0.9,9,43,Normal
89,206,5,5,91,1.6,9,86,Normal
68,170,5,5,57,1.2,7,57,Normal
113,174,5,5,82,2.1,9,109,Normal
64,153,6,6,61,1.2,19,66,Normal
86,204,7,7,68,1.5,21,86,Normal
66,93,7,8,47,1.3,16,69,Normal
55,75,7,7,27,1.1,15,59,Normal
52,116,6,6,49,1,15,53,Normal
44,118,6,6,43,0.8,11,40,Normal
41,139,6,6,20,0.9,9,45,Normal
46,71,6,6,18,0.9,13,47,Normal
45,67,6,6,29,0.8,13,45,Normal
57,102,6,6,40,1,11,56,Normal
205,873,6,6,674,3.5,12,181,Normal
157,727,6,6,351,2.7,13,140,Normal
68,150,6,6,59,1.2,10,68,Normal
79,143,6,6,43,1.4,12,78,Normal
47,112,5,5,26,0.8,12,46,Normal
364,1983,4,4,32,6.1,11,346,Normal
396,1821,5,4,126,6.7,11,376,Normal
805,3682,4,4,142,13,10,749,Normal
327,1308,5,5,59,5.5,13,306,Normal
184,635,5,5,52,3.1,15,175,Normal
95,281,6,7,72,1.8,15,95,Normal
454,2265,5,4,249,7.7,11,430,Normal
82,186,6,6,44,1.5,11,77,Normal
65,188,6,6,71,1.2,11,58,Normal
68,155,5,6,76,1.3,11,63,Normal
76,194,6,6,76,1.3,9,73,Normal
76,129,6,6,42,1.5,16,64,Normal
63,92,7,7,45,1.2,20,59,Normal
69,146,6,6,75,1.2,21,63,Normal
89,172,7,7,32,1.6,11,83,Normal
61,96,6,6,38,1.1,12,58,Normal
68,140,7,7,51,1.3,17,65,Normal
88,169,7,7,52,1.5,14,77,Normal
149,300,6,6,106,2.7,10,142,Normal
265,667,6,6,245,4.6,14,252,Normal
215,463,6,6,71,3.7,15,210,Normal
142,545,7,7,261,2.5,17,139,Normal
125,256,7,7,93,2.2,19,122,Normal
110,207,7,7,73,2,17,109,Normal
82,148,6,6,52,1.5,13,81,Normal
83,137,6,6,34,1.4,12,80,Normal
78,140,6,6,39,1.4,10,75,Normal
119,234,6,6,92,2.2,11,118,Normal
106,161,7,6,84,1.9,12,105,Normal
92,148,6,6,61,1.7,10,85,Normal
37,59,6,6,20,0.7,9,34,Normal
82,151,5,6,60,1.5,9,73,Normal
66,135,6,6,58,1.2,9,64,Normal
91,173,6,6,77,1.6,15,87,Normal
91,206,7,7,68,1.6,17,87,Normal
140,302,7,8,116,2.4,16,136,Normal
265,402,6,6,88,4.6,20,261,Normal
1567,7780,4,5,117,26,21,1462,Normal
342,617,6,6,152,6,20,336,Normal
131,471,7,7,213,2.4,21,121,Normal
151,391,7,7,241,2.7,18,148,Normal
76,93,7,7,25,1.4,19,74,Normal
152,260,6,6,71,2.7,11,146,Normal
62,113,6,6,44,1.2,13,56,Normal
81,158,6,6,46,1.4,13,73,Normal
66,112,6,6,57,1.1,13,59,Normal
63,155,6,6,54,1.2,12,62,Normal
162,435,6,6,310,2.9,20,163,Normal
80,145,6,6,63,1.5,11,78,Normal
140,516,5,5,84,2.5,12,138,Normal
346,1170,5,6,58,6.4,21,352,Normal
378,679,6,6,163,6.5,20,380,Normal
250,795,5,5,28,4.4,20,245,Normal
571,2845,5,5,35,9.6,14,533,Normal
709,2285,5,5,127,12,16,682,Normal
408,1285,5,5,101,7.2,20,406,Normal
123,278,8,8,113,2.3,20,131,Normal
66,109,6,7,38,1.5,19,80,Normal
213,437,6,6,152,3.7,25,214,Normal
116,262,7,8,112,2.2,25,120,Normal
56,109,9,9,44,1.2,35,62,Normal
72,298,8,9,104,1.3,42,71,Normal
166,818,6,5,564,2.9,10,161,Normal
122,536,6,6,141,2.3,9,117,Normal
101,164,6,6,46,1.9,14,105,Normal
101,302,7,7,79,2.3,16,128,Normal
110,198,7,7,62,2.3,16,128,Normal
96,181,7,7,95,1.9,18,105,Normal
109,187,6,7,53,2.3,17,120,Normal
115,240,6,6,58,2.2,18,120,Normal
129,306,7,7,162,2.4,19,128,Normal
58,83,7,7,23,1.2,25,60,Normal
72,120,7,7,42,1.4,16,78,Normal
62,102,6,7,53,1.2,14,67,Normal
118,310,6,6,83,2.1,17,117,Normal
140,481,6,6,111,2.5,16,137,Normal
560,2452,5,5,306,9.6,25,528,Normal
221,877,5,6,353,3.8,27,206,Normal
381,1783,4,4,51,6.5,18,365,Normal
105,327,7,7,129,2.1,18,116,Normal
251,1287,5,5,424,4.6,17,249,Normal
77,453,7,7,120,1.5,17,83,Normal
103,233,6,6,80,1.9,12,101,Normal
90,152,6,6,64,1.7,12,90,Normal
103,284,6,6,122,1.8,14,97,Normal
94,216,6,6,109,1.7,13,96,Normal
2997,14747,4,4,7399,50,10,2788,Normal
73,152,6,6,53,1.3,9,71,Normal
73,92,6,6,34,1.3,9,69,Normal
58,81,6,5,34,1,8,57,Normal
50,50,6,6,29,0.9,18,48,Normal
69,131,6,6,40,1.2,12,70,Normal
72,124,7,7,34,1.4,17,76,Normal
107,317,6,6,133,2.3,17,126,Normal
133,302,6,7,76,2.5,21,139,Normal
175,339,6,6,113,3.5,15,189,Normal
192,478,6,6,29,3.7,19,207,Normal
23,59,9,9,5,0.8,20,39,Normal
97,295,7,7,68,2,22,107,Normal
119,308,6,6,24,2.3,30,125,Normal
111,212,7,7,92,2.1,23,116,Normal
166,663,6,6,47,300,24,161,Normal
65,133,7,8,64,1.2,30,70,Normal
172,571,5,5,42,3,10,162,Normal
787,3607,5,5,172,13,16,751,Normal
881,3182,5,5,307,14,15,829,Normal
280,762,5,5,69,4.9,13,263,Normal
251,772,5,5,27,4.3,14,242,Normal
70,112,6,6,37,1.3,11,67,Normal
71,103,6,6,48,1.3,9,65,Normal
49,62,5,5,13,0.9,8,42,Normal
60,111,6,6,35,1.1,15,58,Normal
80,141,6,6,74,1.5,13,80,Normal
79,120,6,6,43,1.4,10,78,Normal
64,114,6,6,49,1.2,10,64,Normal
118,540,5,6,60,2.1,9,101,Normal
113,439,6,6,72,2,16,104,Normal
168,757,6,6,181,2.9,13,152,Normal
137,486,6,6,122,2.4,17,115,Normal
164,596,7,7,108,2.9,18,153,Normal
72,165,7,7,53,1.4,17,76,Normal
106,240,7,7,72,2.1,12,116,Normal
51,241,7,8,38,1.1,16,58,Normal
102,350,7,8,151,1.9,17,92,Normal
76,127,8,7,45,1.4,22,76,Normal
87,118,6,6,51,1.5,14,84,Normal
43,48,6,6,13,0.8,15,43,Normal
57,152,6,6,42,1.1,17,58,Normal
101,258,6,6,93,1.8,19,96,Normal
70,102,6,6,35,1.3,14,62,Normal
78,112,6,6,32,1.4,17,78,Normal
151,360,6,6,70,2.6,17,144,Normal
121,378,6,7,204,2.1,19,119,Normal
75,119,6,6,39,1.4,14,75,Normal
40,73,6,6,22,0.8,15,40,Normal
88,149,7,7,39,1.5,17,88,Normal
84,187,6,6,66,1.5,9,84,Normal
76,122,6,6,58,1.3,13,73,Normal
100,179,5,6,44,1.8,14,99,Normal
60,138,6,6,41,1.1,11,58,Normal
71,166,6,6,84,1.3,15,64,Normal
62,195,6,6,54,1.1,16,62,Normal
92,216,8,8,60,1.6,16,90,Normal
177,688,7,7,330,3,29,176,Normal
250,1128,7,7,367,4.3,29,238,Normal
186,602,7,7,143,3.3,15,180,Normal
63,182,7,7,60,1.2,13,63,Normal
94,246,7,7,100,1.7,15,94,Normal
170,300,6,6,140,3,12,169,Normal
139,251,6,6,68,2.6,15,133,Normal
211,468,6,7,209,3.7,15,208,Normal
192,589,6,6,288,3.3,11,190,Normal
94,137,6,6,40,1.7,15,91,Normal
67,190,6,6,34,1.2,18,64,Normal
140,615,5,5,254,2.4,10,136,Normal
117,214,5,5,67,2.1,9,101,Normal
135,410,5,5,179,2.3,9,135,Normal
65,118,6,6,33,1.1,19,64,Normal
75,151,6,6,56,1.3,10,72,Normal
132,310,5,5,42,2.4,9,123,Normal
126,259,5,5,14,2.2,11,118,Normal
129,323,6,6,95,2.3,18,125,Normal
49,97,6,7,32,0.9,18,44,Normal
86,140,6,6,55,1.5,12,86,Normal
291,1149,5,5,35,500,20,275,Normal
1012,4855,4,4,114,170,22,939,Normal
463,1169,4,4,122,7.8,12,441,Normal
193,821,5,5,98,3.4,12,183,Normal
57,74,6,7,27,1.1,20,57,Normal
62,144,6,6,35,1.1,19,62,Normal
91,246,6,6,155,1.6,19,84,Normal
94,214,6,6,94,1.7,14,85,Normal
65,83,5,6,26,1.3,9,69,Normal
109,215,6,6,85,2.2,13,122,Normal
40,45,6,6,10,0.8,13,38,Normal
51,64,7,8,19,1.1,15,63,Normal
93,142,8,8,48,1.8,18,99,Normal
45,85,9,10,42,1,22,55,Normal
42,52,10,10,10,1,27,52,Normal
94,133,7,9,68,1.8,31,93,Normal
74,263,7,7,79,1.4,38,73,Normal
79,227,5,5,66,1.4,10,74,Normal
2757,14007,4,4,6619,46,9,2565,Normal
104,200,6,6,35,1.8,13,101,Normal
236,743,7,7,261,4,12,231,Normal
143,273,7,7,30,2.5,14,136,Normal
83,253,6,7,53,1.5,15,83,Normal
191,926,6,6,802,3.3,10,186,Normal
86,323,6,6,98,1.5,10,81,Normal
84,189,6,7,75,1.5,12,80,Normal
33,108,6,7,103,0.7,13,37,Normal
281,1521,6,6,801,4.9,12,283,Normal
316,1822,6,6,783,5.3,14,301,Normal
239,1329,5,5,629,4.1,12,227,Normal
331,1039,5,6,520,5.7,10,321,Normal
159,524,6,6,220,2.7,18,160,Normal
148,630,6,6,413,2.5,12,144,Normal
73,402,5,5,93,1.4,8,73,Normal
141,535,6,6,64,2.5,13,133,Normal
107,291,6,6,87,1.9,10,107,Normal
203,494,6,6,194,3.5,13,203,Normal
159,591,6,6,188,2.7,13,156,Normal
601,3342,6,6,3764,10,14,579,Normal
86,178,5,5,76,1.5,11,75,Normal
81,157,5,5,37,1.4,9,78,Normal
64,132,5,5,12,1.2,10,62,Normal
507,2234,5,5,47,8.8,14,498,Normal
758,3485,4,4,112,12,14,716,Normal
427,2078,5,5,52,7.4,15,414,Normal
646,3048,4,4,49,11,16,610,Normal
61,112,6,7,41,1.2,20,64,Normal
65,187,8,8,87,1.2,20,67,Normal
38,48,6,6,13,0.9,14,48,Normal
90,138,6,6,53,1.6,19,90,Normal
81,283,6,6,84,1.4,19,75,Normal
85,146,7,7,44,1.5,13,76,Normal
42,52,6,7,15,0.8,16,38,Normal
121,433,7,7,143,2.1,15,116,Normal
90,231,6,6,93,1.6,16,87,Normal
87,135,6,6,47,1.7,12,82,Normal
90,150,6,6,32,1.6,15,90,Normal
102,183,8,7,86,1.8,15,98,Normal
64,126,7,7,51,1.2,13,63,Normal
59,146,6,5,22,1,9,57,Normal
62,137,6,6,36,1.1,9,56,Normal
91,298,6,6,91,1.6,10,85,Normal
166,831,7,7,376,2.9,16,161,Normal
84,534,6,6,407,1.5,11,83,Normal
72,474,7,7,204,1.5,13,83,Normal
114,326,8,8,77,2.4,20,124,Normal
84,145,10,10,28,1.8,23,93,Normal
68,179,8,8,54,1.5,18,75,Normal
123,557,8,8,226,2.5,18,127,Normal
74,335,9,9,81,1.6,22,85,Normal
161,603,7,7,243,2.9,19,169,Normal
138,396,6,6,230,2.6,14,147,Normal
126,298,6,6,121,2.3,24,129,Normal
151,462,7,7,200,2.7,24,152,Normal
121,203,6,7,104,2.1,17,121,Normal
58,107,6,6,22,1,20,58,Normal
55,111,7,7,52,1,19,54,Normal
36,48,6,6,18,0.7,13,36,Normal
56,98,5,5,22,100,10,52,Normal
43,82,7,7,27,0.8,14,43,Normal
36,74,7,6,13,0.7,15,36,Normal
33,162,6,6,66,0.5,12,33,Normal
47,202,5,5,225,0.9,7,44,Normal
42,79,6,5,33,0.7,14,42,Normal
55,77,6,5,33,100,12,55,Normal
101,178,7,7,59,1.9,13,101,Normal
78,244,6,6,237,1.4,14,78,Normal
70,215,6,6,64,1.3,13,70,Normal
62,98,7,7,45,1.1,29,62,Normal
50,64,6,6,18,1,10,50,Normal
109,256,7,7,99,2,9,107,Normal
173,533,7,7,188,2.9,15,167,Normal
289,746,7,7,280,500,17,288,Normal
185,523,6,6,249,3.2,14,185,Normal
228,547,6,6,245,4,17,227,Normal
229,446,6,6,207,4.1,12,224,Normal
235,476,6,6,59,4.1,14,225,Normal
130,208,5,5,110,2.3,10,122,Normal
88,241,6,6,93,1.6,11,87,Normal
105,154,7,7,55,1.9,14,103,Normal
85,130,7,8,69,1.6,29,88,Normal
70,103,6,6,42,1.3,16,71,Normal
75,129,6,6,53,1.3,15,75,Normal
91,111,7,7,42,1.7,14,90,Normal
49,151,7,7,73,0.9,15,49,Normal
64,97,6,6,36,1.1,16,64,Normal
81,163,6,6,57,1.5,10,69,Normal
57,138,6,6,56,1,10,53,Normal
57,310,6,6,106,1,16,56,Normal
84,264,8,8,240,1.5,29,84,Normal
49,80,7,7,44,0.9,13,49,Normal
43,54,7,7,15,0.8,29,40,Normal
113,366,6,6,132,200,13,112,Normal
113,352,6,6,116,2,8,112,Normal
59,240,6,7,135,1.1,13,56,Normal
100,568,8,7,195,1.8,15,95,Normal
188,790,6,7,350,3.3,15,184,Normal
103,435,7,7,182,1.9,29,102,Normal
200,816,7,7,272,3.5,29,200,Normal
103,337,6,6,357,1.8,13,100,Normal
97,185,7,7,59,1.7,18,96,Normal
235,730,7,7,253,4,17,231,Normal
180,510,7,7,217,3.2,15,170,Normal
184,485,7,8,237,3.2,16,182,Normal
116,239,6,6,59,2.1,11,110,Normal
109,254,6,6,62,1.9,17,99,Normal
159,342,6,6,133,2.8,11,156,Normal
41,81,6,5,26,0.8,11,41,Normal
70,147,6,6,82,1.3,10,70,Normal
82,307,6,6,199,1.4,14,81,Normal
41,77,6,6,56,0.8,12,41,Normal
55,68,6,6,18,1,11,55,Normal
84,128,6,6,44,1.5,13,80,Normal
102,524,5,5,226,1.8,10,99,Normal
203,786,7,7,347,3.5,29,200,Normal
119,225,6,6,75,2.2,29,114,Normal
175,607,5,5,273,3,9,176,Normal
131,338,5,6,131,2.3,10,123,Normal
167,339,6,6,96,2.9,14,163,Normal
100,252,6,6,71,1.8,12,93,Normal
176,419,6,6,35,3,14,167,Normal
92,122,6,6,41,1.7,12,83,Normal
63,96,5,5,28,1.2,13,59,Normal
73,173,5,6,78,1.4,11,67,Normal
72,114,7,7,42,1.4,18,67,Normal
67,96,6,6,33,1.2,19,63,Normal
55,98,6,6,42,1,15,55,Normal
89,192,8,8,78,1.5,29,89,Normal
57,103,7,7,49,1,13,56,Normal
41,59,6,6,17,0.8,11,39,Normal
35,49,6,6,14,0.7,11,33,Normal
89,165,6,6,83,1.6,12,82,Normal
56,98,6,6,39,1,10,51,Normal
72,378,6,6,128,1.2,9,71,Normal
106,586,6,6,216,1.8,11,103,Normal
172,616,6,6,218,3,11,161,Normal
120,349,6,7,103,2.2,13,123,Normal
107,538,6,6,284,2,11,100,Normal
135,924,5,5,519,2.5,10,120,Normal
153,575,6,6,225,2.7,9,151,Normal
139,438,7,7,152,2.5,13,139,Normal
68,132,7,7,39,1.3,17,67,Normal
80,145,7,7,42,1.5,18,76,Normal
73,97,6,6,19,1.3,16,73,Normal
75,106,6,6,31,1.3,16,75,Normal
64,107,5,5,37,1.3,12,64,Normal
146,682,6,6,350,2.5,10,141,Normal
137,637,6,6,258,2.3,15,135,Normal
64,213,6,6,90,1.2,9,56,Normal
107,488,6,6,173,1.9,9,108,Normal
93,591,7,7,139,1.6,11,91,Normal
114,398,6,6,159,2.1,16,115,Normal
75,247,6,6,64,1.3,17,71,Normal
57,149,5,5,53,1.1,6,57,Normal
47,199,5,6,78,0.9,8,47,Normal
62,159,6,6,73,1.1,12,55,Normal
126,350,7,6,115,2.2,11,115,Normal
82,143,5,5,54,1.5,9,79,Normal
112,379,6,6,160,2,11,110,Normal
58,81,6,5,24,1,8,54,Normal
40,123,6,6,19,0.7,9,40,Normal
71,149,6,6,47,1.3,13,68,Normal
56,75,6,6,25,1,13,54,Normal
59,121,6,6,48,1,8,56,Normal
63,150,6,6,47,1.2,9,53,Normal
76,154,6,6,59,1.4,15,68,Normal
78,176,6,6,76,1.4,16,73,Normal
109,165,6,7,117,1.9,18,109,Normal
74,146,6,6,48,1.3,14,70,Normal
52,119,7,7,53,1,14,52,Normal
45,91,6,5,24,0.9,8,47,Normal
34,140,5,5,52,0.7,10,36,Normal
215,517,5,5,244,3.6,11,201,Normal
312,712,5,5,344,5.3,9,289,Normal
70,135,5,5,48,1.2,9,69,Normal
38,76,5,5,24,0.7,9,37,Normal
58,134,6,6,44,1,9,58,Normal
59,124,5,5,73,1.1,9,59,Normal
92,279,6,6,164,1.6,9,89,Normal
61,123,7,7,47,1.1,10,58,Normal
63,101,7,6,39,1.2,12,62,Normal
56,73,5,6,24,1,17,56,Normal
60,141,5,5,45,1.1,17,59,Normal
76,198,6,6,64,1.4,10,76,Normal
115,221,6,6,94,2,10,115,Normal
69,118,6,6,47,1.2,11,69,Normal
67,132,7,6,58,1.2,13,67,Normal
85,181,6,6,66,1.5,12,85,Normal
79,148,6,6,56,1.4,13,78,Normal
79,134,6,6,64,1.4,9,79,Normal
68,141,6,6,72,1.3,9,68,Normal
69,157,6,6,56,1.2,17,68,Normal
105,350,7,7,118,1.8,17,101,Normal
82,551,6,6,375,1.5,14,83,Normal
204,674,6,6,164,3.5,10,197,Normal
172,387,6,6,193,3.1,10,172,Normal
73,117,6,6,46,1.4,10,74,Normal
109,298,5,5,126,1.9,8,104,Normal
128,353,5,5,127,2.2,11,125,Normal
161,526,6,6,194,2.8,11,153,Normal
176,622,6,6,241,3,13,168,Normal
168,626,5,6,265,2.9,14,162,Normal
167,341,5,6,141,2.9,15,162,Normal
90,270,5,5,170,1.6,10,84,Normal
99,319,5,5,108,1.8,6,92,Normal
119,360,5,5,122,2.1,8,111,Normal
91,238,5,5,84,1.6,11,83,Normal
135,318,6,6,120,2.4,9,130,Normal
146,452,6,6,257,2.5,11,136,Normal
108,265,6,6,113,1.9,9,103,Normal
83,246,5,5,77,1.4,10,82,Normal
91,205,5,5,91,1.6,7,86,Normal
124,362,5,5,84,2.2,9,109,Normal
66,131,5,5,45,1.2,10,65,Normal
392,1069,6,6,291,6.7,12,343,Normal
169,479,6,6,219,2.9,12,160,Normal
140,477,6,6,261,2.4,9,137,Normal
88,213,5,5,75,1.6,9,87,Normal
99,267,6,6,72,1.7,12,91,Normal
108,367,6,6,196,1.9,10,103,Normal
80,232,6,6,76,1.4,13,77,Normal
84,140,6,6,57,1.6,14,84,Normal
64,70,6,7,18,1.2,12,64,Normal
67,179,5,6,49,1.3,8,65,Normal
52,105,6,6,36,100,12,49,Normal
43,88,7,6,22,0.8,12,44,Normal
86,210,7,7,79,1.5,11,87,Normal
65,116,6,5,32,1.2,9,61,Normal
72,184,6,6,61,1.3,13,69,Normal
103,409,7,7,168,1.9,13,101,Normal
73,231,6,6,113,1.3,14,66,Normal
67,174,5,5,60,1.2,9,65,Normal
69,121,6,6,38,1.3,11,68,Normal
60,164,6,5,69,1.1,10,59,Normal
51,183,6,6,75,0.9,12,49,Normal
132,331,6,6,111,2.3,11,128,Normal
85,206,6,6,85,1.5,12,82,Normal
40,70,5,5,31,0.7,8,36,Normal
49,107,6,6,38,0.9,10,48,Normal
78,265,6,6,178,1.4,13,77,Normal
79,350,5,5,101,1.4,13,79,Normal
51,197,6,6,52,0.9,15,49,Normal
76,208,7,7,56,1.4,14,75,Normal
97,415,6,6,193,1.7,15,97,Normal
84,346,6,6,142,1.5,16,84,Normal
95,141,5,5,40,1.7,11,88,Normal
148,372,5,5,189,2.5,10,147,Normal
137,450,6,6,210,2.3,12,135,Normal
111,339,6,6,155,2,9,112,Normal
46,68,6,6,23,0.9,13,47,Normal
55,85,5,5,40,1,8,52,Normal
97,359,5,6,103,1.7,14,95,Normal
97,378,6,7,141,1.7,16,89,Normal
54,88,5,5,31,1.1,9,43,Normal
60,89,5,5,34,1.1,9,60,Normal
68,137,5,5,71,1.2,7,68,Normal
98,223,5,5,190,1.7,8,98,Normal
59,210,6,6,78,1.1,9,59,Normal
86,225,6,6,77,1.6,12,85,Normal
124,666,6,6,267,2.1,11,112,Normal
90,235,6,7,99,1.6,17,87,Normal
100,337,7,7,276,1.8,29,92,Normal
101,222,6,6,68,1.8,15,98,Normal
92,167,7,7,62,1.6,17,92,Normal
76,228,7,7,94,1.4,18,74,Normal
89,186,8,8,48,1.5,24,89,Normal
87,330,8,8,81,1.6,16,85,Normal
124,264,6,6,41,2.2,15,123,Normal
66,135,7,7,51,1.2,12,66,Normal
42,65,7,7,23,0.8,29,42,Normal
60,91,5,5,18,1.1,8,60,Normal
39,78,7,7,20,0.7,14,37,Normal
45,70,7,7,24,0.8,16,45,Normal
79,123,5,5,31,1.4,8,74,Normal
65,127,6,7,31,1.2,12,60,Normal
35,47,6,6,12,0.7,8,33,Normal
89,197,6,7,81,1.6,15,89,Normal
65,124,6,6,64,1.1,17,65,Normal
66,77,6,6,35,1.2,12,64,Normal
53,76,6,5,25,1,8,44,Normal
50,145,6,6,52,0.9,14,50,Normal
159,371,7,7,218,2.8,17,159,Normal
72,165,7,7,54,1.3,18,72,Normal
49,58,6,6,20,0.9,9,47,Normal
177,389,6,6,20,3,14,170,Normal
47,107,6,6,31,0.8,15,47,Normal
54,120,6,6,36,0.9,15,54,Normal
46,73,6,6,23,0.9,9,46,Normal
59,101,6,6,44,1,13,59,Normal
60,79,6,6,20,1.1,13,56,Normal
68,103,6,6,47,1.2,10,66,Normal
91,138,6,7,67,1.7,10,91,Normal
146,307,6,6,119,2.5,16,146,Normal
123,214,6,6,62,2.1,9,123,Normal
138,241,6,6,120,2.4,12,138,Normal
110,256,5,5,74,1.9,12,106,Normal
80,163,6,6,41,1.4,9,75,Normal
73,375,5,5,134,1.3,8,62,Normal
95,297,6,7,111,1.7,16,87,Normal
217,1220,6,6,494,3.7,13,205,Normal
79,217,6,6,53,1.4,13,78,Normal
72,146,6,6,51,1.2,15,70,Normal
60,104,6,6,40,1.1,15,58,Normal
68,137,5,5,52,1.3,8,68,Normal
101,198,5,5,97,1.8,9,99,Normal
97,253,5,5,86,1.7,7,97,Normal
56,137,5,5,51,1,8,55,Normal
58,158,5,5,27,1,12,54,Normal
92,332,7,7,52,1.7,13,82,Normal
180,666,6,6,318,3.2,12,177,Normal
44,85,7,7,11,0.8,16,47,Normal
59,177,7,7,126,1.1,16,63,Normal
52,122,6,6,26,1,15,57,Normal
107,401,7,7,105,1.9,19,108,Normal
107,157,6,6,60,1.9,10,107,Normal
124,214,6,6,107,2.2,11,118,Normal
76,124,7,6,45,1.4,11,76,Normal
66,170,7,7,37,1.2,11,66,Normal
87,184,6,6,73,1.6,10,83,Normal
71,132,7,7,41,1.3,13,67,Normal
101,250,6,6,72,1.8,14,100,Normal
102,298,6,5,111,1.8,13,104,Normal
46,105,6,6,40,1.1,15,58,Normal
60,166,5,5,15,1.2,10,61,Normal
43,59,5,5,25,0.9,10,46,Normal
45,77,7,7,20,1.2,17,65,Normal
82,163,6,6,69,1.6,12,87,Normal
45,67,6,6,18,0.9,14,45,Normal
55,83,7,7,48,1.2,18,59,Normal
56,79,7,8,20,1.3,22,66,Normal
57,105,5,5,45,1.1,9,62,Normal
41,49,6,6,14,0.9,15,50,Normal
46,67,6,6,25,1,14,46,Normal
35,42,5,5,11,0.6,8,35,Normal
44,77,5,5,33,0.8,8,44,Normal
90,137,6,6,25,1.7,11,73,Normal
391,1450,6,6,576,6.6,13,316,Normal
227,831,5,6,369,3.9,9,187,Normal
33,44,5,5,10,0.6,10,28,Normal
56,81,6,6,33,1,19,50,Normal
51,80,6,6,24,1,8,47,Normal
59,106,5,5,44,1.1,8,57,Normal
53,107,6,6,38,1,9,53,Normal
72,90,6,6,45,1.3,9,70,Normal
44,58,6,6,19,0.8,9,43,Normal
37,68,6,6,23,0.7,10,34,Normal
67,117,5,5,46,1.2,14,66,Normal
67,115,6,6,34,1.2,11,66,Normal
102,232,5,5,158,1.9,13,102,Normal
51,179,5,5,29,100,13,50,Normal
71,136,5,5,38,1.3,9,67,Normal
76,108,5,5,37,1.4,8,76,Normal
72,136,6,6,61,1.3,16,70,Normal
77,171,7,8,63,1.4,17,77,Normal
65,191,7,7,52,1.2,21,63,Normal
47,163,6,6,43,0.9,14,43,Normal
79,385,6,6,180,1.4,14,76,Normal
48,145,5,5,60,0.9,9,48,Normal
67,261,5,5,111,1.2,8,57,Normal
82,425,5,5,114,1.4,8,75,Normal
65,133,6,6,49,1.2,10,63,Normal
51,76,6,6,21,0.9,14,48,Normal
43,64,5,5,24,0.8,9,44,Normal
57,255,6,6,84,1,9,56,Normal
115,300,6,6,191,2,13,108,Normal
56,84,6,6,25,1,10,55,Normal
71,82,6,6,54,1.3,9,61,Normal
56,120,7,6,29,1,14,56,Normal
77,135,7,7,91,1.3,18,77,Normal
77,249,6,6,98,1.5,19,75,Normal
115,391,5,5,145,2.1,9,108,Normal
105,269,5,5,103,1.8,15,103,Normal
71,133,6,6,77,1.3,16,71,Normal
79,115,6,6,38,1.4,12,79,Normal
69,99,5,5,36,1.2,9,69,Normal
71,93,5,5,37,1.3,7,69,Normal
72,106,5,5,36,1.3,9,72,Normal
54,77,5,5,22,1,10,54,Normal
60,107,6,6,29,1.1,10,59,Normal
101,157,5,5,82,1.8,13,98,Normal
58,121,6,6,62,1.1,14,58,Normal
61,145,5,5,52,1.1,10,58,Normal
44,125,5,5,54,0.8,9,41,Normal
87,529,7,7,164,1.5,16,87,Normal
119,508,7,7,223,2.1,15,117,Normal
141,543,7,7,223,2.5,16,139,Normal
119,317,6,6,124,2.1,10,117,Normal
116,300,7,7,94,2.1,11,110,Normal
100,250,6,6,86,1.8,20,99,Normal
94,221,6,6,48,1.7,14,92,Normal
173,469,6,6,145,2.9,14,172,Normal
62,183,6,6,51,1.1,10,60,Normal
75,169,7,7,45,1.3,19,69,Normal
59,175,7,7,55,1,20,55,Normal
94,212,6,6,70,1.7,19,93,Normal
120,242,6,6,94,2.2,19,118,Normal
70,136,7,7,56,1.3,20,63,Normal
74,117,6,6,34,1.4,19,69,Normal
75,138,7,7,34,1.4,20,69,Normal
92,253,6,6,82,1.6,19,87,Normal
53,89,7,7,17,1,29,52,Normal
53,94,5,5,28,1,13,50,Normal
78,136,7,7,44,1.4,19,75,Normal
59,94,7,7,28,1.1,20,59,Normal
63,210,7,7,165,1.2,21,63,Normal
36,40,6,6,15,0.7,20,38,Normal
55,126,6,6,42,1,13,55,Normal
41,70,5,5,15,0.7,8,41,Normal
60,130,7,7,43,1.1,13,60,Normal
41,85,7,7,16,0.8,13,41,Normal
135,222,5,5,98,2.3,10,135,Normal
519,1588,5,5,825,8.7,8,519,Normal
59,107,5,5,40,1.1,8,59,Normal
128,225,6,6,112,2.3,12,126,Normal
1409,6613,5,5,3341,23,11,1404,Normal
381,1652,5,5,815,6.4,16,381,Normal
81,103,6,5,35,1.4,11,81,Normal
47,82,6,6,36,0.9,10,46,Normal
46,64,6,6,24,0.9,11,44,Normal
27,67,5,5,27,0.5,8,27,Normal
1007,5865,5,5,2939,16,15,1007,Normal
67,140,6,6,53,1.2,12,67,Normal
71,201,6,6,97,1.3,9,71,Normal
57,119,6,6,77,1,9,57,Normal
