Number_of_announcements,Number_of_withdrawals,Number_of_announced_NLRI_prefixes,Number_of_withdrawn_NLRI_prefixes,Number_of_Interior_Gateway_Protocol_IGP_packets,Number_of_incomplete_packets,Labels
108,6,349,39,90,18,Normal
119,8,316,97,84,35,Normal
87,7,201,56,60,27,Normal
84,5,166,27,62,22,Normal
63,4,107,11,42,20,Normal
110,6,247,69,87,19,Normal
143,6,335,46,108,33,Normal
143,6,355,51,123,19,Normal
137,7,407,73,117,20,Normal
92,4,260,46,74,18,Normal
177,8,421,69,155,22,Normal
139,6,315,55,111,28,Normal
68,4,134,17,61,7,Normal
113,6,250,40,87,25,Normal
185,5,409,14,154,31,Normal
146,9,461,85,126,20,Normal
110,4,303,37,97,13,Normal
101,5,385,90,91,10,Normal
91,6,253,54,72,19,Normal
159,4,536,46,139,20,Normal
185,6,664,35,167,18,Normal
155,6,431,74,133,22,Normal
90,8,158,45,74,16,Normal
112,4,381,21,86,26,Normal
62,5,91,9,49,13,Normal
74,3,136,21,55,19,Normal
85,5,162,33,72,13,Normal
109,5,267,23,93,16,Normal
109,7,249,50,86,23,Normal
101,8,192,52,85,16,Normal
185,8,443,25,165,20,Normal
119,6,587,44,108,11,Normal
48,4,67,25,40,8,Normal
53,7,111,16,34,19,Normal
87,6,259,25,74,13,Normal
82,6,380,81,79,3,Normal
97,8,310,26,86,11,Normal
71,6,169,22,59,12,Normal
67,5,135,8,50,15,Normal
93,4,305,20,75,17,Normal
75,6,270,9,67,8,Normal
86,5,161,18,68,18,Normal
93,7,207,53,73,20,Normal
71,5,196,38,62,9,Normal
103,5,251,20,83,20,Normal
92,4,250,37,72,20,Normal
83,4,213,45,69,14,Normal
114,5,322,118,96,18,Normal
116,4,531,22,95,21,Normal
84,7,272,88,68,15,Normal
81,6,125,21,65,16,Normal
102,8,206,22,85,15,Normal
84,8,144,42,62,21,Normal
59,4,129,7,42,17,Normal
54,6,121,11,34,20,Normal
51,3,109,4,39,12,Normal
59,7,146,58,46,13,Normal
62,8,121,28,46,16,Normal
94,6,184,41,72,22,Normal
64,3,127,10,50,14,Normal
83,5,381,39,63,19,Normal
62,7,128,30,50,10,Normal
61,3,112,19,49,12,Normal
68,8,139,31,60,8,Normal
69,6,138,22,64,5,Normal
94,6,243,54,67,27,Normal
137,8,329,82,118,19,Normal
99,7,241,50,87,12,Normal
67,6,166,28,45,22,Normal
46,6,91,16,34,12,Normal
46,5,105,14,25,21,Normal
91,5,233,50,69,22,Normal
110,8,231,27,86,24,Normal
245,6,650,31,221,24,Normal
232,6,571,20,195,37,Normal
52,7,104,59,41,11,Normal
55,6,144,21,41,14,Normal
80,6,187,49,60,20,Normal
82,5,160,54,63,19,Normal
79,4,118,16,61,18,Normal
125,6,487,46,96,29,Normal
112,8,324,64,86,26,Normal
102,7,208,23,82,20,Normal
103,6,333,31,80,23,Normal
104,6,243,51,90,14,Normal
89,6,208,47,74,15,Normal
106,6,240,31,81,25,Normal
80,5,109,17,66,14,Normal
127,8,627,68,107,20,Normal
111,7,238,21,88,23,Normal
79,6,146,16,63,16,Normal
111,7,241,52,95,16,Normal
95,5,203,26,83,12,Normal
64,6,110,11,44,20,Normal
62,5,90,13,50,12,Normal
74,7,100,24,65,9,Normal
74,6,124,26,53,21,Normal
52,6,126,19,36,16,Normal
504,5,2128,52,465,35,Normal
94,6,175,49,84,10,Normal
128,7,229,19,111,17,Normal
67,6,112,17,52,15,Normal
67,7,164,86,58,9,Normal
88,6,254,29,84,4,Normal
94,7,340,29,82,12,Normal
109,7,424,40,96,13,Normal
59,7,118,35,45,14,Normal
62,5,170,21,51,11,Normal
183,5,464,55,159,24,Normal
203,8,652,72,185,18,Normal
322,8,1320,99,302,16,Normal
80,7,162,37,70,10,Normal
110,8,174,76,97,13,Normal
103,6,172,18,84,19,Normal
307,6,567,44,290,17,Normal
157,7,373,101,152,5,Normal
113,8,327,69,109,4,Normal
129,7,316,84,113,16,Normal
134,7,407,73,116,16,Normal
80,8,177,54,65,15,Normal
122,7,368,41,101,21,Normal
126,5,407,47,104,22,Normal
106,7,221,45,92,14,Normal
86,4,181,41,72,14,Normal
149,4,1787,14,120,29,Normal
87,6,268,47,73,14,Normal
102,9,245,85,84,18,Normal
76,4,297,21,64,12,Normal
87,8,316,82,73,14,Normal
82,5,241,21,76,6,Normal
61,5,180,48,59,2,Normal
60,5,133,37,43,17,Normal
82,8,208,43,62,20,Normal
72,6,158,24,59,13,Normal
87,6,268,77,81,6,Normal
72,5,112,15,55,17,Normal
60,5,106,12,45,15,Normal
66,8,100,18,61,5,Normal
77,4,165,26,60,17,Normal
102,7,219,28,78,24,Normal
95,6,369,15,80,15,Normal
84,6,341,92,70,14,Normal
105,6,362,25,92,13,Normal
105,7,271,47,78,27,Normal
70,6,195,42,50,20,Normal
80,5,137,54,68,12,Normal
71,7,144,20,62,9,Normal
74,8,144,17,65,9,Normal
118,7,399,16,105,13,Normal
94,7,162,28,84,10,Normal
125,7,254,32,110,15,Normal
139,6,298,45,121,16,Normal
91,7,180,129,84,5,Normal
125,5,213,19,119,6,Normal
103,6,278,126,93,10,Normal
108,6,345,23,97,11,Normal
97,7,300,34,95,2,Normal
73,6,321,143,67,6,Normal
123,8,408,118,119,4,Normal
78,6,341,61,71,7,Normal
83,7,274,117,74,9,Normal
70,7,165,46,60,10,Normal
137,6,348,30,119,18,Normal
109,9,206,43,84,25,Normal
178,6,736,20,154,24,Normal
120,5,483,51,112,8,Normal
100,7,232,29,97,3,Normal
80,6,214,19,74,6,Normal
84,4,265,53,68,16,Normal
140,9,367,82,108,32,Normal
100,7,190,54,87,13,Normal
109,5,272,19,94,15,Normal
68,7,138,32,64,4,Normal
87,7,184,34,71,16,Normal
99,6,222,42,88,11,Normal
83,6,142,31,75,8,Normal
86,6,220,43,72,14,Normal
120,6,328,37,106,14,Normal
126,9,265,38,109,17,Normal
65,6,151,26,61,4,Normal
72,6,185,17,57,15,Normal
61,5,109,18,52,9,Normal
84,6,174,39,74,10,Normal
66,7,112,37,60,6,Normal
63,5,220,30,54,9,Normal
59,6,167,15,48,11,Normal
82,6,174,25,66,16,Normal
79,7,173,14,65,14,Normal
100,5,237,35,85,15,Normal
69,6,138,76,62,7,Normal
98,5,211,20,79,19,Normal
90,5,212,33,80,10,Normal
115,9,192,64,107,8,Normal
228,6,473,21,218,10,Normal
74,5,124,50,70,4,Normal
137,6,357,15,124,13,Normal
106,7,398,63,90,16,Normal
100,5,394,53,94,6,Normal
90,6,267,94,83,7,Normal
86,6,176,20,71,15,Normal
78,6,194,64,63,15,Normal
52,5,97,14,40,12,Normal
100,5,189,62,92,8,Normal
105,8,231,55,98,7,Normal
72,7,173,65,63,9,Normal
106,6,186,18,95,11,Normal
80,5,137,26,69,11,Normal
49,5,136,115,37,12,Normal
109,6,1070,103,101,8,Normal
206,9,1054,239,181,23,Normal
135,7,308,33,121,14,Normal
85,7,153,43,77,8,Normal
80,6,246,35,64,16,Normal
62,7,153,73,53,9,Normal
69,7,178,80,63,6,Normal
84,5,244,48,71,13,Normal
112,6,255,63,93,19,Normal
52,4,126,48,41,11,Normal
53,6,165,25,43,10,Normal
57,6,104,26,51,6,Normal
62,5,79,20,53,9,Normal
58,7,122,23,48,10,Normal
55,6,200,44,51,4,Normal
97,8,252,55,89,8,Normal
95,8,256,67,89,6,Normal
88,7,197,25,82,6,Normal
42,5,82,82,39,3,Normal
78,8,163,31,68,10,Normal
75,5,120,11,68,7,Normal
105,6,286,24,88,17,Normal
120,8,294,73,104,16,Normal
112,5,290,29,103,9,Normal
109,6,201,31,87,22,Normal
90,6,211,25,74,16,Normal
101,8,336,61,80,21,Normal
94,5,262,16,71,23,Normal
123,6,349,12,95,28,Normal
141,9,598,35,127,14,Normal
135,6,426,33,123,12,Normal
125,8,200,66,121,4,Normal
115,7,251,57,107,8,Normal
133,8,365,75,126,7,Normal
207,8,495,136,185,22,Normal
163,9,348,67,140,23,Normal
110,4,221,31,98,12,Normal
105,6,300,43,83,22,Normal
54,7,130,190,41,13,Normal
51,5,123,83,47,4,Normal
107,8,269,34,98,9,Normal
111,6,253,29,105,6,Normal
81,8,169,56,68,13,Normal
97,4,212,6,81,16,Normal
66,6,155,17,48,18,Normal
51,6,104,17,43,8,Normal
116,7,244,19,102,14,Normal
53,7,78,27,44,9,Normal
69,6,205,63,66,3,Normal
73,5,159,76,62,11,Normal
102,7,245,47,79,23,Normal
101,6,245,30,84,17,Normal
82,7,169,24,72,10,Normal
108,5,228,45,101,7,Normal
101,6,287,28,92,9,Normal
72,6,150,20,61,11,Normal
73,5,193,17,57,16,Normal
57,6,135,44,48,9,Normal
63,6,97,23,55,8,Normal
81,5,204,46,66,15,Normal
100,6,239,12,77,23,Normal
102,9,194,58,95,7,Normal
79,9,169,33,68,11,Normal
58,5,85,21,47,11,Normal
86,7,169,46,72,14,Normal
97,7,202,49,86,11,Normal
110,8,165,25,97,13,Normal
98,6,222,38,84,14,Normal
68,6,130,22,54,14,Normal
162,10,315,52,143,19,Normal
107,7,202,35,96,11,Normal
77,5,182,38,67,10,Normal
82,8,177,81,64,18,Normal
120,6,288,51,103,17,Normal
147,8,349,36,130,17,Normal
99,8,229,82,76,23,Normal
116,7,285,34,90,26,Normal
71,7,135,62,58,13,Normal
90,5,198,25,73,17,Normal
90,6,230,25,68,22,Normal
63,4,152,15,49,14,Normal
72,6,143,41,58,14,Normal
76,3,168,78,63,13,Normal
155,10,508,76,136,19,Normal
89,6,225,25,78,11,Normal
112,7,267,92,98,14,Normal
513,6,1811,24,464,49,Normal
69,7,135,28,54,15,Normal
65,6,113,9,54,11,Normal
65,7,171,46,43,22,Normal
54,4,73,10,46,8,Normal
80,7,138,25,66,14,Normal
82,7,188,15,74,8,Normal
80,6,134,16,72,8,Normal
79,7,152,57,65,14,Normal
81,6,220,29,71,10,Normal
74,6,130,46,66,8,Normal
81,6,201,13,65,16,Normal
141,9,451,23,102,38,Normal
100,7,179,27,76,21,Normal
104,8,174,31,83,21,Normal
93,7,172,25,83,10,Normal
68,7,186,30,58,10,Normal
97,6,198,24,86,10,Normal
63,6,186,23,54,9,Normal
50,6,142,42,42,8,Normal
53,5,135,47,41,12,Normal
53,6,115,33,46,7,Normal
63,4,118,13,58,5,Normal
86,4,172,43,75,11,Normal
101,6,250,22,70,27,Normal
85,7,138,32,74,8,Normal
67,5,204,25,57,10,Normal
75,5,216,104,60,15,Normal
196,7,609,144,159,37,Normal
137,7,416,80,108,29,Normal
58,6,146,36,45,13,Normal
79,7,127,28,63,16,Normal
78,6,166,24,61,17,Normal
74,7,148,11,55,19,Normal
101,7,233,68,84,17,Normal
235,6,840,75,214,21,Normal
118,8,454,105,99,19,Normal
81,7,161,29,60,21,Normal
71,6,164,24,60,11,Normal
83,6,223,46,72,11,Normal
69,6,143,37,58,11,Normal
59,6,111,10,45,14,Normal
99,8,165,29,82,17,Normal
124,6,194,34,97,27,Normal
107,7,236,31,87,20,Normal
86,6,148,20,72,14,Normal
100,6,187,22,74,26,Normal
66,6,144,19,58,8,Normal
103,9,239,60,81,22,Normal
104,6,263,93,85,19,Normal
139,8,303,63,121,18,Normal
82,6,140,78,72,10,Normal
101,6,333,93,79,22,Normal
101,6,307,94,92,9,Normal
102,6,257,20,90,12,Normal
118,8,309,111,96,22,Normal
110,7,267,59,94,16,Normal
130,7,275,89,121,9,Normal
126,6,264,39,103,23,Normal
105,8,170,36,93,12,Normal
90,5,121,34,84,6,Normal
76,6,134,28,61,15,Normal
116,7,296,44,96,18,Normal
63,6,97,19,56,7,Normal
89,7,212,47,79,10,Normal
68,3,241,8,59,9,Normal
69,5,282,62,58,11,Normal
80,4,229,111,76,4,Normal
128,4,455,17,110,18,Normal
78,7,256,62,50,28,Normal
82,5,219,15,63,19,Normal
117,8,913,45,85,32,Normal
93,8,205,46,80,13,Normal
76,7,168,24,65,11,Normal
86,7,154,41,74,12,Normal
62,5,119,17,52,10,Normal
79,7,149,48,58,21,Normal
45,6,79,46,42,3,Normal
88,6,195,15,81,7,Normal
147,8,274,38,137,10,Normal
85,7,178,32,79,6,Normal
80,5,158,21,69,11,Normal
80,5,166,49,64,16,Normal
140,6,407,33,115,25,Normal
91,8,300,27,82,9,Normal
120,9,368,37,102,18,Normal
84,4,178,16,76,8,Normal
78,8,210,24,68,8,Normal
61,6,104,21,52,8,Normal
84,7,128,42,73,11,Normal
121,7,363,37,100,21,Normal
69,7,132,42,56,13,Normal
110,6,231,20,92,18,Normal
194,6,590,58,181,13,Normal
183,7,618,71,172,11,Normal
141,4,397,22,124,17,Normal
186,6,621,28,166,20,Normal
90,4,205,12,77,13,Normal
95,8,194,27,65,30,Normal
111,5,208,33,94,17,Normal
165,7,383,80,146,19,Normal
132,8,337,64,109,23,Normal
130,6,225,50,113,17,Normal
121,7,227,62,102,19,Normal
140,5,390,102,113,27,Normal
123,7,735,159,105,18,Normal
179,7,718,59,162,17,Normal
142,4,534,79,134,8,Normal
100,7,258,57,89,11,Normal
94,5,184,24,83,11,Normal
99,6,190,139,87,12,Normal
116,5,250,59,106,10,Normal
93,6,277,161,87,6,Normal
158,8,429,79,149,9,Normal
96,5,268,132,89,7,Normal
123,6,305,103,103,20,Normal
117,6,202,76,106,11,Normal
154,9,358,136,131,23,Normal
94,6,346,99,84,10,Normal
115,7,531,63,107,8,Normal
96,9,414,48,96,0,Normal
103,7,357,26,87,16,Normal
88,7,149,39,69,17,Normal
105,8,199,66,84,20,Normal
136,6,491,65,125,11,Normal
109,8,289,69,99,10,Normal
80,6,144,76,67,12,Normal
135,6,399,64,126,7,Normal
129,6,427,43,118,11,Normal
161,7,698,68,150,11,Normal
122,5,241,40,102,20,Normal
90,7,186,41,84,6,Normal
115,7,299,51,93,22,Normal
108,6,270,46,88,20,Normal
107,6,213,44,95,12,Normal
103,7,253,66,97,6,Normal
106,6,276,23,94,12,Normal
93,6,262,45,73,20,Normal
83,6,247,17,72,11,Normal
69,7,131,27,64,5,Normal
86,7,203,30,82,4,Normal
71,6,147,24,65,6,Normal
81,7,210,33,70,11,Normal
104,7,259,50,94,10,Normal
101,6,272,39,93,8,Normal
117,6,259,74,103,14,Normal
163,6,568,55,154,9,Normal
110,7,257,43,89,21,Normal
76,6,150,36,67,9,Normal
166,7,573,30,157,9,Normal
177,6,458,105,165,12,Normal
169,6,370,30,153,16,Normal
80,5,166,22,70,10,Normal
85,5,132,17,73,12,Normal
125,6,341,27,119,6,Normal
92,6,230,32,83,9,Normal
80,6,144,39,71,9,Normal
66,7,139,54,59,7,Normal
70,6,148,22,51,19,Normal
53,7,92,38,50,3,Normal
68,4,105,24,54,14,Normal
63,4,155,13,56,7,Normal
74,5,159,21,64,10,Normal
108,6,185,29,101,7,Normal
114,7,330,170,107,7,Normal
154,6,554,93,136,18,Normal
81,7,265,122,73,8,Normal
109,6,336,68,96,13,Normal
115,4,336,37,103,12,Normal
100,6,237,50,84,16,Normal
96,6,317,31,83,13,Normal
142,10,398,63,104,37,Normal
107,7,181,36,95,11,Normal
97,6,170,40,89,8,Normal
95,6,163,30,84,11,Normal
95,7,183,41,70,23,Normal
113,7,208,34,84,28,Normal
107,7,174,59,89,18,Normal
142,6,303,39,110,32,Normal
73,6,117,50,64,9,Normal
75,7,205,55,66,9,Normal
81,6,203,21,60,21,Normal
103,8,222,25,82,21,Normal
97,6,229,30,82,15,Normal
87,9,183,32,82,5,Normal
87,7,114,42,83,4,Normal
83,6,134,39,71,12,Normal
69,8,131,52,60,9,Normal
65,6,113,18,58,7,Normal
83,10,164,47,77,6,Normal
130,5,321,14,120,10,Normal
79,7,218,48,69,10,Normal
71,6,204,39,58,13,Normal
87,6,193,23,78,9,Normal
71,6,141,18,67,4,Normal
71,5,345,36,67,4,Normal
164,5,312,8,156,8,Normal
153,8,1236,51,131,22,Normal
97,9,539,607,78,19,Normal
109,5,296,27,97,12,Normal
82,7,160,44,68,14,Normal
84,6,156,36,76,8,Normal
71,7,129,21,66,5,Normal
66,6,106,14,55,11,Normal
78,6,100,24,57,21,Normal
78,8,163,28,55,23,Normal
109,7,189,62,86,23,Normal
403,7,1927,19,370,31,Normal
288,7,1420,37,268,17,Normal
65,7,117,36,52,12,Normal
66,6,853,19,49,17,Normal
74,5,127,16,69,5,Normal
65,6,110,22,57,6,Normal
69,5,110,17,58,10,Normal
56,4,100,12,45,9,Normal
47,6,88,19,38,9,Normal
131,9,314,79,111,18,Normal
123,5,295,38,107,16,Normal
123,6,275,24,107,16,Normal
75,6,145,46,64,11,Normal
77,6,163,30,62,14,Normal
99,4,236,44,88,11,Normal
644,7,3426,77,598,42,Normal
65,8,184,50,54,11,Normal
77,6,167,30,73,4,Normal
85,6,169,15,72,13,Normal
61,5,101,23,52,9,Normal
79,8,156,28,65,14,Normal
69,6,161,15,55,14,Normal
48,5,209,42,38,10,Normal
73,3,179,29,65,8,Normal
68,5,194,53,58,10,Normal
76,7,241,74,62,14,Normal
122,9,341,42,106,16,Normal
141,7,253,38,122,19,Normal
66,6,128,33,59,7,Normal
112,6,225,24,102,10,Normal
85,6,159,28,72,13,Normal
91,6,177,54,87,4,Normal
101,8,202,23,90,11,Normal
128,8,276,60,118,10,Normal
103,9,205,47,92,11,Normal
79,8,184,44,60,19,Normal
59,5,152,16,44,15,Normal
89,6,183,19,76,12,Normal
134,6,266,59,120,14,Normal
135,7,315,62,111,24,Normal
89,6,297,22,69,20,Normal
136,8,334,43,123,13,Normal
132,5,248,28,120,12,Normal
61,5,118,32,49,12,Normal
65,4,84,13,58,7,Normal
86,6,177,13,66,19,Normal
61,8,124,47,46,15,Normal
46,5,110,18,39,7,Normal
45,5,93,13,39,6,Normal
91,6,150,57,74,17,Normal
152,7,352,129,134,18,Normal
92,7,208,23,73,19,Normal
73,7,170,47,68,5,Normal
133,7,267,77,130,3,Normal
77,6,194,14,70,7,Normal
134,6,293,27,101,33,Normal
70,5,191,32,59,11,Normal
70,6,186,28,61,9,Normal
83,6,166,19,70,13,Normal
75,7,158,62,57,17,Normal
91,6,202,59,65,21,Normal
122,7,334,90,103,19,Normal
143,5,296,40,135,8,Normal
84,7,183,62,71,13,Normal
65,6,160,42,59,6,Normal
62,7,124,100,50,8,Normal
55,7,133,28,46,9,Normal
80,7,160,31,73,7,Normal
75,7,220,28,73,2,Normal
61,7,191,12,54,7,Normal
55,7,99,11,48,7,Normal
62,5,128,19,51,11,Normal
56,8,153,36,49,7,Normal
62,2,185,15,51,11,Normal
64,7,89,50,58,6,Normal
80,6,188,15,76,4,Normal
67,6,109,21,55,12,Normal
153,9,298,50,129,24,Normal
78,6,162,39,67,11,Normal
131,7,279,44,118,12,Normal
70,5,173,18,64,6,Normal
62,5,131,20,61,1,Normal
77,7,144,18,63,14,Normal
108,8,272,89,97,11,Normal
114,6,284,22,103,11,Normal
67,6,128,31,61,6,Normal
111,6,214,72,99,12,Normal
139,8,291,42,126,13,Normal
62,6,135,19,49,13,Normal
116,7,1578,68,90,26,Normal
167,4,3258,52,132,35,Normal
93,5,1602,28,74,19,Normal
54,4,77,5,49,5,Normal
145,7,415,104,131,13,Normal
147,5,360,81,136,10,Normal
183,3,448,43,175,8,Normal
76,4,185,36,69,7,Normal
69,5,110,34,64,5,Normal
75,3,203,5,71,4,Normal
56,5,127,31,55,1,Normal
109,6,261,84,101,8,Normal
95,7,257,93,90,3,Normal
101,6,325,64,92,8,Normal
71,6,261,60,63,8,Normal
73,7,252,35,70,3,Normal
72,7,241,20,63,7,Normal
90,7,176,35,76,14,Normal
61,6,95,42,53,8,Normal
125,7,233,20,108,17,Normal
85,7,176,22,71,14,Normal
104,6,242,13,95,9,Normal
100,7,271,18,83,17,Normal
123,7,539,132,100,22,Normal
134,6,440,118,112,21,Normal
80,6,271,42,66,14,Normal
54,5,499,126,44,10,Normal
43,4,328,38,37,6,Normal
44,6,97,26,39,5,Normal
56,6,171,34,45,11,Normal
53,5,127,13,43,10,Normal
79,7,219,57,65,14,Normal
65,5,138,53,55,10,Normal
112,5,188,63,101,11,Normal
68,4,94,17,62,6,Normal
52,7,160,14,43,9,Normal
87,5,211,20,67,20,Normal
122,7,182,32,99,23,Normal
281,7,851,32,258,22,Normal
306,3,1162,54,281,25,Normal
78,6,284,97,71,7,Normal
52,5,85,36,47,5,Normal
132,6,218,55,120,6,Normal
133,8,216,40,125,4,Normal
111,7,231,50,99,9,Normal
98,6,195,33,86,12,Normal
147,5,244,47,130,9,Normal
85,4,178,11,69,16,Normal
57,7,141,31,47,10,Normal
74,7,211,11,57,17,Normal
121,6,309,37,110,11,Normal
98,9,398,64,86,12,Normal
86,6,180,38,73,13,Normal
84,7,200,48,78,6,Normal
81,5,240,26,77,4,Normal
51,5,91,15,45,6,Normal
89,6,180,26,76,13,Normal
95,4,188,13,84,11,Normal
95,7,278,62,77,18,Normal
65,7,106,21,50,15,Normal
67,7,103,24,55,12,Normal
71,4,119,27,61,10,Normal
53,4,77,12,50,3,Normal
84,6,168,39,62,22,Normal
58,6,113,26,43,15,Normal
74,8,250,133,57,17,Normal
67,7,211,61,43,24,Normal
64,6,213,21,49,15,Normal
71,4,243,25,55,16,Normal
90,7,231,35,79,11,Normal
74,7,338,94,58,16,Normal
67,7,408,17,46,20,Normal
58,5,203,12,51,7,Normal
76,7,407,25,58,18,Normal
77,5,335,139,64,13,Normal
64,7,116,95,54,10,Normal
66,7,173,65,51,15,Normal
79,6,253,14,58,21,Normal
102,7,224,45,77,25,Normal
90,6,191,42,75,15,Normal
91,4,181,19,79,12,Normal
71,7,235,28,60,11,Normal
75,7,150,44,68,7,Normal
102,8,260,63,90,12,Normal
87,7,194,72,75,12,Normal
64,7,89,18,53,11,Normal
51,4,88,13,44,7,Normal
80,7,293,30,67,13,Normal
44,7,94,30,38,6,Normal
41,5,76,15,34,7,Normal
57,5,155,8,37,20,Normal
99,4,222,23,80,19,Normal
182,12,1632,666,168,14,Normal
148,8,952,37,132,16,Normal
84,12,176,656,77,7,Normal
46,8,107,21,39,7,Normal
63,6,227,18,60,3,Normal
76,6,385,42,68,8,Normal
61,6,111,28,55,6,Normal
136,8,310,44,119,17,Normal
99,5,178,16,96,3,Normal
109,6,483,180,88,20,Normal
101,7,420,44,68,30,Normal
55,6,107,140,44,11,Normal
69,6,114,28,54,14,Normal
71,6,124,31,52,18,Normal
75,8,139,35,63,12,Normal
101,7,292,20,81,20,Normal
63,5,185,38,47,16,Normal
75,4,257,37,59,16,Normal
70,6,115,31,56,14,Normal
51,6,97,30,46,5,Normal
111,4,271,16,105,6,Normal
163,8,401,21,148,15,Normal
112,7,227,25,99,13,Normal
104,8,240,33,96,8,Normal
90,5,182,36,83,7,Normal
88,5,145,26,72,16,Normal
76,4,132,14,70,6,Normal
99,5,202,25,92,6,Normal
88,6,173,33,75,5,Normal
83,7,139,36,72,6,Normal
110,7,242,30,97,13,Normal
112,5,256,14,98,14,Normal
50,5,97,165,43,7,Normal
66,8,306,23,59,7,Normal
43,6,88,18,35,8,Normal
313,4,1172,8,284,29,Normal
67,5,127,19,56,11,Normal
65,5,108,11,56,9,Normal
84,3,179,19,74,10,Normal
83,6,244,111,72,11,Normal
99,8,571,18,76,23,Normal
146,7,695,114,114,32,Normal
83,5,331,119,62,21,Normal
92,7,215,51,79,13,Normal
62,8,189,32,47,12,Normal
247,5,1031,25,222,21,Normal
96,8,188,29,79,16,Normal
100,7,236,45,87,13,Normal
94,7,370,29,81,11,Normal
85,6,306,253,70,15,Normal
94,6,194,27,76,16,Normal
125,7,389,25,110,13,Normal
66,4,143,27,55,11,Normal
51,4,90,8,37,13,Normal
152,5,461,48,117,33,Normal
162,6,461,68,134,28,Normal
185,5,637,39,155,29,Normal
123,8,304,64,107,15,Normal
65,6,200,43,55,10,Normal
111,7,281,26,99,12,Normal
128,6,300,22,116,10,Normal
100,5,223,19,84,16,Normal
128,6,237,31,104,24,Normal
56,5,119,38,46,8,Normal
292,7,1156,38,266,24,Normal
111,5,232,11,95,7,Normal
134,7,275,29,117,10,Normal
110,7,192,45,78,31,Normal
179,5,499,45,160,19,Normal
108,6,490,30,89,17,Normal
110,6,334,74,97,13,Normal
106,5,600,82,88,18,Normal
81,7,594,44,61,20,Normal
63,5,111,37,55,8,Normal
101,7,217,34,94,7,Normal
66,6,126,49,51,15,Normal
86,7,160,72,71,13,Normal
174,9,418,84,158,14,Normal
121,6,250,39,107,12,Normal
66,5,202,36,60,6,Normal
71,6,351,70,60,11,Normal
75,7,308,22,69,6,Normal
60,4,97,23,51,9,Normal
62,5,360,93,48,14,Normal
54,5,259,25,47,7,Normal
52,4,207,9,45,7,Normal
68,8,129,102,60,8,Normal
58,5,126,29,55,3,Normal
120,9,263,44,114,6,Normal
50,6,94,50,45,5,Normal
45,6,86,35,37,8,Normal
226,4,994,29,210,16,Normal
49,6,94,15,44,5,Normal
99,5,229,10,93,6,Normal
43,4,87,14,41,2,Normal
63,5,117,18,53,10,Normal
57,5,131,19,45,12,Normal
67,6,123,37,58,9,Normal
64,5,85,18,59,5,Normal
217,6,770,21,199,18,Normal
197,8,551,65,170,27,Normal
205,8,624,52,162,43,Normal
233,5,511,81,203,28,Normal
147,6,280,121,127,20,Normal
131,7,397,256,107,24,Normal
128,6,500,17,112,16,Normal
199,7,1061,26,174,25,Normal
263,3,1366,16,223,40,Normal
64,7,148,40,50,14,Normal
73,5,143,18,64,9,Normal
72,6,138,40,65,7,Normal
97,5,191,27,79,18,Normal
114,8,259,27,82,32,Normal
66,6,159,42,60,6,Normal
50,5,148,21,46,4,Normal
76,5,195,46,72,4,Normal
68,5,164,92,58,10,Normal
265,6,1091,29,243,22,Normal
52,6,134,45,44,6,Normal
74,8,674,118,59,15,Normal
84,5,564,100,64,20,Normal
91,6,173,27,63,27,Normal
65,6,118,18,52,13,Normal
91,6,152,34,79,12,Normal
98,5,314,20,93,5,Normal
87,6,195,24,77,9,Normal
99,6,198,12,85,13,Normal
65,5,119,16,62,3,Normal
57,6,147,38,50,5,Normal
70,5,118,18,63,5,Normal
44,3,97,9,41,3,Normal
87,8,275,99,79,8,Normal
123,7,397,35,111,12,Normal
70,5,200,32,59,11,Normal
92,5,326,14,74,18,Normal
256,7,1090,70,206,49,Normal
209,8,715,47,175,34,Normal
110,4,414,33,105,4,Normal
76,8,177,50,67,8,Normal
128,7,576,31,107,21,Normal
86,5,251,34,75,11,Normal
75,6,144,23,62,12,Normal
68,6,107,30,59,8,Normal
96,6,136,20,74,22,Normal
88,8,150,26,72,16,Normal
63,6,145,74,59,4,Normal
72,4,249,13,61,11,Normal
67,6,208,83,55,10,Normal
60,4,141,33,47,13,Normal
64,5,256,49,61,3,Normal
68,5,185,14,49,16,Normal
58,5,202,7,55,3,Normal
42,6,98,58,38,4,Normal
43,5,166,29,40,3,Normal
112,6,357,62,97,15,Normal
142,5,325,50,107,35,Normal
304,6,1155,55,261,43,Normal
85,5,159,45,69,16,Normal
52,5,86,30,45,7,Normal
57,6,111,33,53,4,Normal
58,6,115,26,50,8,Normal
73,5,136,13,65,7,Normal
73,6,148,35,68,4,Normal
106,7,360,32,99,7,Normal
143,5,482,97,118,24,Normal
155,7,390,54,124,31,Normal
86,6,200,91,75,11,Normal
67,7,109,24,61,5,Normal
72,4,239,27,61,10,Normal
43,5,230,191,39,4,Normal
